dcterms:identifier,rico:hasOrHadPhysicalLocation,bibo:authorListOS,bibo:authorListURI,bibo:authorListTXT,dcterms:title,bibo:edition ,bibo:issue,dcterms:createdRAW,dcterms:createdINT,dcterms:format,bibo:editor,bibo:numVolumes,dcterms:description
BIB00806,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb10393289d Antoine Deryaux,,Découverte de l’astronomie positive basée sur la loi commune aux mouvements des Corps,,,1867,,"In-8, 128p. Broché","Gauthier-Villard, successeur de Mallet-Bachelier, quai des Grands-Augustins, 55, Paris",,
BIB00807,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,J.-G. Kurr (dr.),Atlas extrait de l’album de minéralogie,,,1865,,"In-fol, 22 planches","Librairie de Firmin Didot Frères, fils et Cie, Imprimeur de l’Institut, rue Jacob, 56, Paris",,Relié
BIB00808,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,The Register Of Arts,"The register of arts, and journal of patent inventions ; being an improved series, and a continuation of « the register of arts and sciences »",,1829 : 1 oct.,,,In-8,"published by B. Still, 20, Paternoster Row ans sold by all booksellers, Londres",,
BIB00809,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,R. Mailhat,Catalogue des instruments d’astronomie de R. Mailhat,,,1897,,"In-4, 40p. Broché","imprimerie Nouvelle Noel Texier, 29 rue des Saintes-Claires, La Rochelle",,
BIB00810,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,,"Cosmos, revue des sciences et de leurs applications",,"1902, 51e année, nouv. série : n°922 (27 sept.)",,,In-4,"Cosmos, rédaction & administration, 5 rue Bayard, Paris",,
BIB00811,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,Ph. Pellin,Instruments d’optique est de précision. Ph. Pellin. Xe fascicule. Météorologie,,,1900,,"In-4, 32p. Broché","Ph. Pellin, Paris",,
BIB00812,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,E.-H. Amagat,De la transmission et de la conservation de l’énergie dans l’univers,,,,,"In-4, 16p.",,,Broché
BIB00813,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,G. Eiffel,Les observations météorologiques du Weather Bureau de Washington,,,1906,,"In-4, 28p. Broché","imprimerie de la Société astronomique de France, 33 rue Jean-Jacques-Rousseau, Paris",,
BIB00814,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb121819229 Pierre Puiseux,,Sur quelques progrès récents accomplis avec l’aide de la photographie dans l’étude du ciel,,,1899,,"In-8, 30p. Broché","Gauthier-Villars, imprimeur-libraire, éditeur de la bibliothèque photographique, 55 quai des Augustins, Paris",,
BIB00815,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb12349627n Carl Zeiss,,"Zeiss, Carl, Jena. Statif V. Nouveau Statif pour laboratoires",,,,,"In-4, 4p.","Zeiss, Carl",,
BIB00816,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,Radiguet & Massiot,Supplément au catalogue n°6 des appareils electriques de démonstration. Notice n°116. Télégraphie sans fil. Gyroscope électro-magnétique. Lumière parlante. Radiguet & Massiot,,,,,"In-8, 20p. Broché",,,
BIB00817,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb12349627n Carl Zeiss,,Jumelles Zeiss et jumelles stéréoscopiques à main,,,1903,,"In-8, 12p.",,,Broché
BIB00818,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,W. Junk,Astronomie. Physik. Mathematik. N°28,,,,,"In-8, 86).",W. Junk,,Broché
BIB00819,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,Ph. Pellin,Instruments d’optique et de précision. Ph. Pellin. Ier & IIe fascicules. Sources lumineuses. Appareils de projection,,,,,"In-4, 44p. Broché","Ph. Pellin, Paris",,
BIB00820,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,Ph. Pellin,Instruments d’optique et de précision. Ph. Pellin. IIIe fascicule. Photométrie,,,,,"In-4, 32p. Broché","Ph. Pellin, Paris",,
BIB00821,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,Ph. Pellin,"Instruments d’optique et de précision. Ph. Pellin. IVe fascicule. Interférences, diffraction. Polarisation, double réfraction",,,,,"In-4, 44p. Broché","Ph. Pellin, Paris",,
BIB00822,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,Ph. Pellin,"Instruments d’optique et de précision. Ph. Pellin. Ve fascicule. Réflexion, réfraction, vision",,,,,"In-4, 34p. Broché","Ph. Pellin, Paris",,
BIB00823,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,Ph. Pellin,"Instruments d’optique et de précision. Ph. Pellin. VIe fascicule. Spectroscopie, phosphorescence, fluorescence",,,,,"In-4, 32p. Broché","Ph. Pellin, Paris",,
BIB00824,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,Ph. Pellin,Instruments d’optique et de précision. Ph. Pellin. VIIe fascicule. Appareils de mesure,,,,,"In-4, 32p. Broché","Ph. Pellin, Paris",,
BIB00825,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,Ph. Pellin,"Instruments d’optique et de précision. Ph. Pellin. VIIIe fascicule. Polarimétrie, saccharimétrie, colorimétrie",,,,,"In-4, 24p. Broché","Ph. Pellin, Paris",,
BIB00826,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11902882q Camille Flammarion,,"L’Astronomie. Revue mensuelle d’astronomie populaire, de météorologie et de physique du globe",,"1882, 1e année : n°1 (mars)",,,In-4,"Gauthier-Villars, imprimeur-libraire de l’observatoire de Paris et du bureau des Longitudes, quai des Augustins, 55, Paris",,
BIB00827,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,,Guide des étoiles en couleurs,,,1971,,"In-4, 40p. Broché","Selection du Reader’s Digest, Paris/Zurich",,
BIB00828,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,"Moreux (abbé, Directeur de L’observatoire de Bourges)",Atlas céleste. Aspect du ciel visible dans nos régions. Pour chaque mois de l’année,,,,,"In-fol., incomplet","G. Doin et Cie, 8 place de l’Odéon, Paris",,
BIB00829,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11902882q Camille Flammarion,,Petite astronomie descriptive,,,1877,,"In-12, 220p. Broché","Librairie Hachette et Cie, 79 boulevard Saint-Germain, Paris",,
BIB00830,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11906393z Amédée Guillemin,,Les étoiles. Notions d’astronomie sidérale,,,1884,,"In-12, 254p. Broché","Librairie Hachette et Cie, 79 boulevard Saint-Germain, Paris",,
BIB00831,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,Zurcher;Margollé,Trombes et cyclones,,,1883,,"In-12, 328p. Broché","Librairie Hachette et Cie, 79 boulevard Saint-Germain, Paris",,
BIB00832,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11906393z Amédée Guillemin,,La lune,,,1889,,"In-12, 222p. Broché","Librairie Hachette et Cie, 79 boulevard Saint-Germain, Paris",,
BIB00833,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,,Annuaire astronomique et météorologique pour 1903,,,1902,,"In-12, 248p. Broché","Librairie Ernest Flammarion, 26 rue Racine, Paris",,
BIB00834,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,,Le spectre solaire,,,1863,,"In-16, 82p. Broché","A. Tramblay, directeur du Cosmos, rue de l’Ancienne-Comédie, 18, Leiber, librairie-centrale des sciences, rue de Seine, 13, Paris",2 exemplaires,Un exemplaire relié dos chagrin
BIB00835,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,,Bulletin international du bureau central météorologique de France,,"1881, XXVe année : 
janv. : n°1 (sam. 1er) à n°31 (lundi 31 + supp.),
fév. : n°32 (mardi 1er) à n°39 (mardi 8), n°41 (jeudi 10) à n°44 (dim. 13), n°46 (mardi 15) à n°59 (lundi 28 + supp.),
mars : n°60 (mardi 1er), n°63 (vend. 4) à n°89 (merc. 30), n°90 manquant + supp.,
avril : n°91 (vend. 1er) à n°99 (sam. 9), n°102 (mardi 12) à n°120 (sam. 30 + supp.), 
mai : n°121 (dim. 1er) à n°148 (sam. 28), n°151 (mardi 31 + supp.),
juin : n°152 (merc. 1er) à n°181 (jeudi 30), 
juillet : n°182 (vend. 1er) à n°212 (dim. 31 + supp.),
aout : n°213 (lundi 1er) à n°243 (merc. 31 + supp.),
sept. : n°244 (jeudi 1er) à n°273 (vend. 30 + supp.),
oct. : n°274 (sam. 1er) à n°304 (lundi 31 + supp.), 
nov. : n°305 (mardi 1er) à n°312 (mardi 8), n°316 (sam. 12) à n°331 (dim. 27), n°334 (merc. 30 + supp.),
déc. : n°335 (jeudi 1er) à n°351 (sam. 17), n°353 (lundi 19) à n°365 (sam. 31) ;
1882, XXVIe an. : 
janv. : n°1 (dim. 1er) à n°9 (lundi 9), n°11 (merc. 11) à n°18 (merc. 18), n°20 (vend. 20) à n°25 (merc. 25), n°27 (vend. 27) à n°31 (mardi 31),
fév. : n°32 (merc. 1er), n°34 (vend. 3) à n°37 (lundi 6), n°39 (merc. 8) à 41 (vend. 10), n°43 (dim. 12) à n°56 (sam. 25), n°58 (lundi 27), n°59 (mardi 28 + supp.),
mars : n°60 (merc. 1er) à n°64 (dim. 5), n°66 (mardi 7) à n°90 (vend. 31),
avril : n°91 (sam. 1er) à n°109 (merc. 19)",,,In-fol.,,,Broché
BIB00836,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,,"Recueil de planches de l’encyclopédie par ordre de matières [tome 1, 2, 3, 5, 6, 7] ",,,,1783/1789,In-4,"chez Panckoucke, libraire, hôtel de Thou, rue des Poitevins (Paris), chez Plomteux, imprimeur des Etats (Liège)",,"Dos chagrin à 5 nerfs, décor d’entre-nerfs, pièce de titre et de tomaison dorés"
BIB00837,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,,"Encyclopédie méthodique. Arts et métiers méthodiques [tome 1, 2, 3, 4, 5, 6, 8]",,,,1782/1791,In-4,"chez Panckoucke, libraire, hôtel de Thou, rue des Poitevins (Paris), chez Plomteux, imprimeur des Etats (Liège)",,"Dos chagrin à 5 nerfs, décor d’entre-nerfs, pièce de titre et de tomaison dorés"
BIB00838,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb118985047 César Daly,,"Revue générale de l’architecture et des travaux publics. Journal des architectes, des archéologues, des entrepreneurs, des industriels du bâtiment, etc. Histoire-théorie-pratique-mélanges",,"1874 : 4e série, vol. 1, 31e de la coll. générale ;
1875 : 4e série, vol. 2, 32e de la co. gé. ;
1876 : 4e série, vol. 3, 33e de la co. gé. ;
1877 : 4e série, vol. 4, 34e de la co. gé.",,,In-fol. Broché,"librairie générale de l’architecture et des travaux publics, Ducher et Cie, éditeurs de la société centrale des architectes, 51 rue des Ecoles, Paris",,
BIB00839,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,,P. O. Bröndsted,"Voyages dans la Grèce accompagnés de recherches archéologiques, et suivis d’un aperçu sur toutes les entreprises scientifiques qui ont eu lieu en Grèce depuis Pausanias jusqu’à nos jours",,1e liv. (1826) ; 2e liv. (1830),,,In-fol. Broché,"imprimerie de A. Firmin DIdot, imprimeur du Roi, rue Jacob, n°24, Paris",,"1e liv. (1826) : broché ; 2e liv. (1830) : relié, timbre humide « bibliothèque du Roi Louvre »"
BIB00840,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Cours de mathématiques à l’usage de l’ingénieur civil. Applications de géométrie descriptive. Charpente,,,,,"In-fol, 50 planches","Bachelier, libraire, quai des Augustins, n°55, Carilian-Goeury et Vor Dalmont, libraires, quai des Augustins, 39 et 41 ; Mathias, libraires, quai Malaquais, 15, Paris",,Relié
BIB00841,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Cours de mathématiques à l’usage de l’ingénieur civil. Applications de géométrie descriptive. Charpente,,,,,"In-fol, 50 planches","Bachelier, libraire, quai des Augustins, n°55, Carilian-Goeury et Vor Dalmont, libraires, quai des Augustins, 39 et 41 ; Mathias, libraires, quai Malaquais, 15, Paris",,Relié
BIB00842,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Cours de mathématiques à l’usage de l’ingénieur civil. Applications de géométrie descriptive. Ombres,,,,,"In-fol, 40 planches",,,Relié
BIB00843,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Cours de mathématiques à l’usage de l’ingénieur civil. Applications de géométrie descriptive. Ombres,,,,,"In-fol, 40 planches",,,Relié
BIB00844,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Cours de mathématiques à l’usage de l’ingénieur civil. Applications de géométrie descriptive.,,,,,"In-fol, 80 planches","Bachelier, libraire, quai des Augustins, n°55, Carilian-Goeury et Vor Dalmont, libraires, quai des Augustins, 39 et 41 ; Mathias, libraires, quai Malaquais, 15, Paris",,Relié
BIB00845,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Cours de mathématiques à l’usage de l’ingénieur civil. Applications de géométrie descriptive.,,,,,"In-fol, 80 planches","Bachelier, libraire, quai des Augustins, n°55, Carilian-Goeury et Vor Dalmont, libraires, quai des Augustins, 39 et 41 ; Mathias, libraires, quai Malaquais, 15, Paris",,Relié
BIB00846,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Cours de mathématiques à l’usage de l’ingénieur civil. Traité complet de perspective linéaire,,,,,"In-fol, 66 planches","Bachelier, libraire, quai des Augustins, n°55, Carilian-Goeury et Vor Dalmont, libraires, quai des Augustins, 39 et 41 ; Mathias, libraires, quai Malaquais, 15, Paris",,Relié
BIB00847,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Cours de mathématiques à l’usage de l’ingénieur civil. Traité complet de perspective linéaire,,,,,"In-fol, 66 planches","Bachelier, libraire, quai des Augustins, n°55, Carilian-Goeury et Vor Dalmont, libraires, quai des Augustins, 39 et 41 ; Mathias, libraires, quai Malaquais, 15, Paris",,Relié
BIB00848,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Cours de mathématiques à l’usage de l’ingénieur civil. Coupe des pierres,,,,,"In-fol, 60 planches","Bachelier, libraire, quai des Augustins, n°55, Carilian-Goeury et Vor Dalmont, libraires, quai des Augustins, 39 et 41 ; Mathias, libraires, quai Malaquais, 15, Paris",,Relié
BIB00849,"Bibliothèque scientifique placards du bas, travée 5, étagère 8",,http://ark.bnf.fr/ark:/12148/cb130124591 Joseph-Alphonse Adhémar,,Cours de mathématiques à l’usage de l’ingénieur civil. Coupe des pierres,,,,,"In-fol, 60 planches","Bachelier, libraire, quai des Augustins, n°55, Carilian-Goeury et Vor Dalmont, libraires, quai des Augustins, 39 et 41 ; Mathias, libraires, quai Malaquais, 15, Paris",,Relié
BIB00850,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,,[Lot de 67 images de voyages],,,,,,,,
BIB00851,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,,Nouveaux environs de Paris. Divisés en départements. Préfectures et sous-sous-préfectures,,,1819,,,"chez Jean, rue St Jean de Beauvais, n°10, Paris",,
BIB00852,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,,Carte des chemins de fer du département de Saône-et-Loire,,,1869,,,,,
BIB00853,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,J. B. Dalmas,"Carte géologique du département de l’Ardèche indiquant les mines, les carrières, les cours d’eau, les montagnes, toutes les voies de communications, etc.",,,1859,,,,,
BIB00854,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,A. Lassailly (dir.),Plan complet de l’exposition universelle de 1878. Admis à l’exposition,,,1878,,,"A.Fayard Editeur, 78 boulevard St Michel, Paris",,
BIB00855,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,E. Wallon,Panoramas des Pyrénées centrales. Monné,,,,,,"Ed. Privat, libraire éditeur, 45 sur des Tourneurs, Toulouse",,
BIB00856,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,,Carte du département du Gard,,,,,,"librairie Hachette et Cie, Paris",,
BIB00857,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,E. Simon (fils),Vues de Strasbourg & de ses principaux monuments,,,,,In-12,"E. Simon fils éditeur, Strasbourg",,Relié
BIB00858,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,,,,,,,,,,
BIB00859,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,,Grenoble,,,,,,dépôt de la Guerre,,
BIB00860,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,,,,,,,,,,
BIB00861,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,O. Justice,"Les hautes-Pyrénées. Guide. A Tarbes, Cauterets, Luz, St-Sauveur, Barèges, Bagnères-de-Bigorre, Capvern, Cadéac, etc",,,1875,,"In-16, 152p. Broché","Th. Telmon, imprimeur, prop.-éditeur, Tarbes",,
BIB00862,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,,Orange (Privas),,,,,,,,
BIB00863,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,,Lons-le-Saunier (Besançon),,,,,,,,
BIB00864,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,Hirchenhein,Nouveau panorama du Rhin depuis Mayence jusqu’à Cologne,,,,,,,,
BIB00865,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,The London-Paris Financial & Mining Corporation »,Carte du Witwatersrand. Transvaal,,,,,,The London-Paris financial & mining corporation »,,
BIB00866,"Bibliothèque scientifique placards du bas, travée 6, étagère 7",,,,Nouveau plan de Bruxelles,,,1886,,,"librairie Kiessling & cie, P. Imbrechts successeur, 72 Montagne de la Cour, Bruxelles",,Annoté (calculs)
